no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,Booking_ID_encoded,type_of_meal_plan_encoded,room_type_reserved_encoded,market_segment_type_encoded,booking_status_encoded
2,0,0,1,0,42,2017,10,6,0,0,0,86.4,1,13306,0,0,4,0
2,2,0,1,0,20,2018,4,2,0,0,0,221.0,0,13307,0,5,4,0
2,0,2,0,0,275,2018,4,17,0,0,0,110.0,0,13308,1,0,3,0
2,1,2,3,0,14,2018,4,7,0,0,0,137.7,0,13309,0,0,4,0
2,0,1,2,0,53,2018,11,18,0,0,0,75.0,0,13310,0,0,3,1
2,0,0,3,0,172,2018,8,23,0,0,0,102.3,0,13311,0,0,4,0
2,0,0,1,0,105,2018,4,6,0,0,0,75.0,0,13312,0,0,3,0
2,0,1,2,0,53,2018,6,27,0,0,0,101.1,0,13313,3,0,4,0
1,0,2,1,0,25,2018,12,17,0,0,0,96.0,0,13314,0,0,4,1
2,0,2,2,0,77,2018,5,8,0,0,0,126.9,1,13315,0,0,4,1
2,0,1,3,0,3,2017,8,17,0,0,0,99.0,0,13316,0,0,2,0
3,0,0,4,0,107,2018,8,24,0,0,0,152.1,0,13317,0,3,4,0
2,0,0,4,0,97,2018,4,27,0,0,0,99.45,1,13318,0,0,4,1
2,0,0,3,0,150,2018,9,6,0,0,0,80.75,1,13319,0,0,3,1
1,0,0,3,0,166,2018,11,1,0,0,0,110.0,0,13320,0,0,3,0
3,0,2,3,0,110,2018,12,16,0,0,0,119.0,2,13321,0,3,4,0
2,0,2,3,0,49,2018,11,6,0,0,0,157.76,2,13322,0,0,4,1
2,0,0,2,0,102,2017,10,16,0,0,0,101.5,0,13323,1,0,3,0
2,0,0,2,0,49,2018,3,23,0,0,0,99.0,0,13324,0,0,4,0
3,0,1,0,0,58,2018,3,28,0,0,0,123.3,0,13325,0,3,4,0
2,0,0,1,0,17,2018,1,21,0,0,0,80.3,1,13326,0,0,4,1
2,0,2,1,0,7,2018,1,16,0,0,0,78.3,0,13327,0,0,4,1
2,0,0,2,0,320,2018,8,18,0,0,0,115.0,1,13328,1,0,3,0
1,0,0,1,0,34,2017,9,15,0,0,0,65.0,0,13329,0,0,2,0
2,0,2,3,0,39,2018,2,11,0,0,0,80.3,1,13330,0,0,4,1
1,0,1,0,0,0,2018,10,10,0,0,0,120.0,1,13331,0,0,4,1
2,0,2,0,0,2,2018,7,10,0,0,0,0.0,1,13332,0,0,1,1
3,0,0,4,0,91,2018,12,27,0,0,0,136.43,1,13333,0,3,4,1
2,0,1,2,0,70,2018,4,4,0,0,0,96.3,1,13334,0,0,4,1
1,0,0,3,0,28,2017,10,7,0,0,0,107.53,1,13335,0,0,4,1
2,1,1,1,0,180,2018,7,23,0,0,0,112.5,0,13336,0,1,4,0
2,0,0,1,0,30,2018,10,6,0,0,0,97.02,0,13337,3,0,4,0
2,0,1,3,0,51,2018,3,21,0,0,0,83.3,1,13338,3,1,4,1
1,0,0,1,0,1,2018,1,29,0,0,0,90.0,0,13339,0,0,4,1
2,0,0,1,0,65,2018,4,23,0,0,0,118.8,1,13340,0,3,4,1
1,0,1,1,0,8,2018,11,14,0,0,0,103.0,1,13341,0,0,4,1
3,0,1,2,0,74,2018,7,22,0,0,0,142.5,0,13342,0,3,4,1
2,0,1,3,0,22,2018,9,26,0,0,0,154.0,0,13343,0,3,4,0
2,0,0,4,0,6,2018,12,28,0,0,0,119.0,3,13344,0,3,4,1
1,0,0,3,0,97,2017,12,29,0,0,0,62.0,1,13345,0,0,3,1
2,0,0,1,0,58,2018,3,24,0,0,0,88.2,0,13346,3,0,4,0
2,0,0,3,0,63,2018,9,8,0,0,0,149.4,1,13347,0,3,4,0
2,0,1,1,0,60,2017,9,21,0,0,0,65.0,0,13348,0,0,3,1
2,0,0,1,0,221,2018,8,12,0,0,0,80.0,0,13349,0,0,3,0
2,0,2,1,0,14,2018,4,17,0,0,0,89.0,0,13350,3,0,4,0
2,0,0,4,0,146,2018,6,1,0,0,0,100.3,0,13351,0,0,4,0
2,0,0,2,0,292,2018,7,21,0,0,0,115.0,0,13352,1,0,3,0
2,0,2,2,0,258,2018,10,29,0,0,0,88.83,1,13353,0,0,4,1
2,0,1,2,0,62,2018,4,1,0,0,0,106.2,0,13354,0,3,4,1
1,0,0,1,0,8,2018,7,26,0,0,0,65.0,1,13355,0,0,2,1
2,0,2,3,0,303,2018,8,19,0,0,0,78.0,0,13356,0,0,3,0
2,0,0,3,0,109,2018,9,7,0,0,0,129.6,1,13357,0,0,4,1
1,0,0,3,0,75,2018,6,16,0,0,0,130.5,1,13358,0,0,4,1
2,0,0,3,0,132,2018,7,7,0,0,0,139.0,0,13359,3,0,4,0
1,0,1,3,0,10,2018,1,14,0,0,0,79.3,0,13360,0,0,4,1
3,0,0,1,0,6,2018,11,25,0,0,0,161.0,0,13361,0,3,4,1
2,0,0,4,0,193,2018,12,28,0,0,0,102.85,1,13362,0,3,4,0
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,13363,0,0,3,0
1,0,2,3,0,149,2018,1,17,0,0,0,71.0,0,13364,0,0,3,1
2,1,0,2,0,133,2018,7,28,0,0,0,121.5,0,13365,0,0,4,1
1,0,1,0,0,3,2018,5,16,0,0,0,64.68,1,13366,3,0,4,1
1,0,1,2,0,7,2018,8,26,0,0,0,147.73,0,13367,0,4,4,1
2,0,0,2,0,131,2018,8,5,0,0,0,76.23,2,13368,3,0,4,1
2,0,1,3,0,22,2018,9,26,0,0,0,91.63,1,13369,3,0,4,1
1,0,2,2,0,243,2017,9,20,0,0,0,80.7,0,13370,0,0,4,0
2,2,0,1,0,12,2018,8,19,0,0,0,220.0,0,13371,0,5,4,0
2,0,0,1,0,21,2018,3,4,0,0,0,129.0,0,13372,1,0,4,0
2,0,0,2,0,15,2018,2,12,0,0,0,79.0,0,13373,3,0,4,0
1,0,0,3,1,8,2017,10,20,0,0,0,129.0,1,13374,0,0,4,1
2,0,1,2,0,19,2018,12,12,0,0,0,98.0,0,13375,1,0,3,1
2,0,0,1,0,55,2018,4,6,0,0,0,104.0,0,13376,1,0,3,1
1,0,1,1,0,4,2018,3,7,1,0,2,66.0,0,13377,0,0,2,1
2,0,1,3,1,47,2018,4,28,0,0,0,123.96,1,13378,0,0,4,1
1,0,0,3,0,162,2017,9,17,0,0,0,60.0,0,13379,0,0,3,0
3,0,1,2,0,78,2018,10,7,0,0,0,151.2,2,13380,0,3,4,1
1,0,0,1,0,105,2018,9,28,1,1,4,65.0,0,13381,0,0,2,1
2,0,1,0,0,49,2018,8,28,0,0,0,109.8,0,13382,0,0,4,1
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,13383,0,0,3,0
1,0,0,1,1,22,2018,10,13,1,0,1,67.0,0,13384,0,0,2,1
2,0,1,1,0,157,2018,7,16,0,0,0,112.0,0,13385,0,0,3,0
2,0,2,3,0,48,2017,10,18,0,0,0,94.5,2,13386,0,0,4,1
2,1,2,1,0,115,2018,10,9,0,0,0,151.2,2,13387,0,3,4,0
1,0,1,3,0,6,2018,11,28,0,0,0,49.59,0,13388,3,0,4,1
2,0,1,5,0,51,2018,11,15,0,0,0,88.4,0,13389,0,0,4,0
2,0,0,2,0,320,2018,8,18,0,0,0,115.0,1,13390,1,0,3,0
2,0,1,0,0,4,2018,1,25,0,0,0,64.0,0,13391,0,0,2,1
1,0,0,2,0,64,2018,5,17,0,0,0,130.0,0,13392,0,0,2,1
1,0,0,2,0,12,2017,10,20,0,0,0,130.0,0,13393,0,0,2,1
3,0,0,3,0,98,2018,4,12,0,0,0,115.6,1,13394,0,3,3,1
1,0,0,1,0,0,2018,6,7,1,0,1,109.0,1,13395,3,0,4,1
1,0,1,0,0,17,2018,2,22,0,0,0,85.0,0,13396,0,0,4,0
2,0,1,4,0,72,2017,7,8,0,0,0,76.5,0,13397,0,0,4,1
2,0,0,1,0,180,2017,10,16,0,0,0,70.0,0,13398,0,0,3,0
2,0,0,2,0,22,2018,5,20,0,0,0,140.0,0,13399,0,0,3,1
2,0,0,4,0,21,2017,9,29,0,0,0,133.5,0,13400,0,0,4,0
1,0,0,1,0,3,2018,3,3,0,0,0,95.0,0,13401,0,0,4,1
2,0,0,1,0,105,2018,4,6,0,0,0,75.0,0,13402,0,0,3,0
2,0,0,1,0,150,2018,8,27,0,0,0,109.8,1,13403,0,3,4,1
3,0,1,5,0,125,2018,6,27,0,0,0,121.55,2,13404,0,3,4,1
2,2,0,1,0,0,2018,1,30,0,0,0,42.0,0,13405,0,3,1,1
2,0,0,3,0,31,2018,10,27,0,0,0,129.0,2,13406,0,0,4,1
1,0,0,3,0,104,2018,5,4,0,0,0,110.1,1,13407,0,0,4,1
2,0,1,1,0,301,2018,7,30,0,0,0,115.0,1,13408,1,0,3,0
1,0,1,1,0,118,2018,6,6,0,0,0,110.0,0,13409,0,0,3,1
2,0,0,1,0,3,2018,11,19,0,0,0,95.0,1,13410,3,0,4,0
2,0,0,3,0,5,2018,7,14,0,0,0,139.0,1,13411,3,0,4,1
2,0,2,2,0,47,2018,8,14,0,0,0,170.1,1,13412,1,0,4,1
2,0,0,1,0,14,2018,4,29,0,0,0,65.0,0,13413,0,0,3,1
2,0,1,2,0,48,2017,10,2,0,0,0,73.51,0,13414,0,0,4,1
1,0,0,1,0,49,2017,9,22,0,0,0,65.0,0,13415,0,0,2,1
2,0,2,1,0,111,2018,8,6,0,0,0,148.5,2,13416,1,0,4,1
1,0,1,0,0,0,2018,4,3,0,0,0,89.0,0,13417,3,0,4,1
2,0,1,1,0,159,2018,4,9,0,0,0,70.0,1,13418,0,0,3,1
1,0,1,3,0,104,2018,4,18,0,0,0,72.25,1,13419,0,0,4,0
2,0,1,0,0,0,2018,12,26,0,0,0,83.16,1,13420,0,3,4,1
2,0,2,1,0,89,2018,4,9,0,0,0,79.5,0,13421,3,0,4,1
2,0,2,1,0,117,2017,8,1,0,0,0,94.5,0,13422,1,0,3,0
2,0,1,1,0,8,2018,6,4,0,0,0,146.0,0,13423,0,3,4,1
3,0,1,1,0,51,2018,7,11,0,0,0,142.2,0,13424,0,3,4,0
2,0,0,1,0,102,2017,10,16,0,0,0,109.0,0,13425,1,0,3,1
2,0,2,2,0,126,2018,10,9,0,0,0,110.7,4,13426,0,1,4,1
2,0,0,3,0,3,2018,8,24,0,0,0,125.67,1,13427,3,0,4,1
2,0,0,3,0,105,2018,10,12,0,0,0,75.0,0,13428,0,0,3,1
2,0,0,1,0,156,2018,7,26,0,0,0,105.3,1,13429,0,0,4,0
1,0,0,2,0,6,2017,12,10,0,0,0,0.0,0,13430,1,0,4,1
2,0,0,2,0,211,2018,5,20,0,0,0,100.0,0,13431,0,0,3,0
2,0,2,2,0,98,2018,8,14,0,0,0,78.35,1,13432,3,0,4,1
2,0,2,0,0,36,2018,9,25,0,0,0,90.09,1,13433,0,0,4,1
2,0,1,2,0,70,2018,11,4,0,0,0,93.6,0,13434,0,0,4,0
2,0,2,3,0,1,2018,11,25,0,0,0,70.82,0,13435,0,0,4,1
2,0,2,5,0,261,2018,7,27,0,0,0,65.49,0,13436,0,0,4,0
1,0,1,0,0,5,2018,5,9,1,0,1,0.0,1,13437,0,0,1,1
2,0,1,3,0,110,2018,5,5,0,0,0,101.58,0,13438,3,0,4,1
2,0,1,2,0,57,2018,6,10,0,0,0,90.67,1,13439,0,0,3,1
2,0,0,2,0,39,2017,8,14,0,0,0,101.5,0,13440,1,0,3,1
2,0,1,2,0,99,2018,9,5,0,0,0,137.1,1,13441,0,0,4,1
2,0,0,1,0,27,2017,9,24,0,0,0,107.03,1,13442,0,3,4,1
1,0,1,0,0,4,2017,10,12,0,0,0,65.0,0,13443,0,0,2,1
2,0,0,1,0,23,2017,9,4,0,0,0,105.0,0,13444,0,0,4,1
2,0,0,2,0,23,2017,9,2,0,0,0,96.0,2,13445,3,0,4,1
2,0,0,4,0,84,2018,5,24,0,0,0,132.6,0,13446,0,3,4,0
2,0,2,5,0,57,2018,3,27,0,0,0,89.78,0,13447,0,4,4,1
2,0,2,3,0,127,2018,10,2,0,0,0,91.48,1,13448,0,0,4,1
1,0,1,1,0,33,2017,9,14,0,0,0,85.5,1,13449,0,0,4,1
2,0,1,1,0,101,2018,7,25,0,0,0,105.3,1,13450,0,0,4,0
1,0,0,1,0,0,2018,5,10,0,0,0,85.93,0,13451,3,0,4,1
2,0,2,4,0,5,2018,11,10,0,0,0,106.21,2,13452,3,0,4,1
2,0,2,2,0,60,2018,12,23,0,0,0,88.4,3,13453,0,0,4,1
2,0,0,1,0,142,2018,8,3,0,0,0,94.5,2,13454,3,0,4,1
2,0,0,2,0,98,2018,4,8,0,0,0,85.6,1,13455,0,0,4,0
2,0,2,4,0,43,2018,10,15,0,0,0,145.2,1,13456,0,3,4,1
2,0,2,4,0,34,2017,10,7,0,0,0,70.83,0,13457,0,3,3,0
2,0,2,2,0,81,2018,3,18,0,0,0,59.5,0,13458,0,0,3,1
2,0,0,5,0,230,2018,9,6,0,0,0,137.0,1,13459,0,0,3,0
2,0,2,2,0,19,2018,12,31,0,0,0,110.5,0,13460,0,0,4,1
1,0,0,1,0,6,2018,11,8,1,0,2,94.0,0,13461,0,3,2,1
1,0,0,1,0,21,2018,2,11,0,0,0,85.0,0,13462,0,0,4,0
2,1,0,4,1,45,2018,8,3,0,0,0,161.1,1,13463,0,0,4,1
2,0,0,1,1,17,2018,3,16,0,0,0,109.0,1,13464,0,0,4,1
2,0,1,0,0,258,2018,10,16,0,0,0,110.0,0,13465,0,0,3,0
2,0,1,1,0,18,2018,12,31,0,0,0,129.0,1,13466,3,0,4,1
2,0,0,1,0,11,2017,11,17,0,0,0,85.0,1,13467,3,0,4,1
1,0,0,1,0,12,2017,11,25,1,0,1,65.0,1,13468,0,0,2,1
1,0,1,1,0,60,2017,9,21,0,0,0,0.0,0,13469,0,0,4,1
2,0,2,2,0,122,2018,4,29,0,0,0,95.2,0,13470,0,0,4,0
2,0,0,2,0,58,2018,4,22,0,0,0,118.8,0,13471,0,3,4,0
2,0,1,1,0,3,2018,3,7,0,0,0,103.0,0,13472,0,0,4,1
2,0,1,3,0,127,2018,4,28,0,0,0,90.0,0,13473,0,0,3,1
2,0,0,2,0,39,2017,8,14,0,0,0,109.0,0,13474,1,0,3,1
2,0,1,2,0,115,2018,5,16,0,0,0,105.3,1,13475,0,0,4,1
2,0,0,3,0,37,2018,10,13,0,0,0,105.0,0,13476,0,0,3,1
2,0,0,2,0,1,2017,11,5,0,0,0,95.0,1,13477,3,0,4,1
2,0,0,2,0,17,2017,10,16,0,0,0,48.0,0,13478,0,0,3,1
1,0,0,1,0,3,2018,3,11,0,0,0,75.0,0,13479,0,0,2,1
2,0,1,2,0,18,2018,12,30,0,0,0,148.0,2,13480,0,3,4,1
2,0,1,3,0,6,2017,9,14,0,0,0,103.84,1,13481,0,3,4,1
2,0,0,2,0,320,2018,8,18,0,0,0,115.0,1,13482,1,0,3,0
1,1,2,3,0,136,2018,8,11,0,0,0,86.36,1,13483,0,0,4,1
2,0,1,1,0,26,2018,11,19,0,0,0,104.0,1,13484,0,0,4,0
3,0,0,1,0,3,2017,7,11,0,0,0,104.0,0,13485,0,0,3,1
2,0,1,4,0,98,2018,11,2,0,0,0,90.0,1,13486,0,0,4,1
2,0,3,7,0,17,2018,3,4,0,0,0,83.4,0,13487,3,0,4,0
2,0,0,3,0,2,2018,5,26,0,0,0,176.0,1,13488,0,3,4,1
2,0,0,2,0,31,2018,6,2,0,0,0,100.0,0,13489,0,0,3,1
1,0,0,1,0,14,2017,10,15,0,0,0,100.0,0,13490,0,0,3,1
2,0,0,2,0,53,2018,11,4,0,0,0,88.0,1,13491,3,0,4,1
2,0,1,4,0,67,2018,4,4,0,0,0,80.75,0,13492,3,0,4,0
1,0,0,1,0,22,2018,4,19,0,0,0,95.0,0,13493,0,0,4,0
2,0,0,1,0,14,2018,8,17,0,0,0,109.0,1,13494,3,0,4,0
1,0,0,1,0,47,2017,12,24,0,0,0,81.0,2,13495,0,0,4,1
2,0,1,1,0,9,2017,9,7,0,0,0,91.6,0,13496,0,0,4,1
3,0,2,2,0,17,2018,2,12,0,0,0,127.0,0,13497,0,0,4,0
1,0,0,1,0,1,2018,1,12,1,0,5,66.0,0,13498,0,0,2,1
2,0,0,3,0,45,2018,10,11,0,0,0,108.0,1,13499,3,0,4,1
2,0,0,3,0,30,2018,2,25,0,0,0,69.9,0,13500,3,0,4,0
1,0,0,3,0,37,2018,10,13,0,0,0,95.0,0,13501,0,0,3,1
2,0,2,0,1,2,2017,8,9,0,0,0,99.0,2,13502,0,0,4,1
2,0,1,3,0,24,2018,11,17,0,0,0,74.8,1,13503,3,0,4,1
1,0,2,3,0,24,2018,5,8,0,0,0,95.0,1,13504,0,0,2,1
1,0,0,2,0,39,2017,8,14,0,0,0,87.0,0,13505,1,0,3,1
2,1,0,4,0,2,2018,2,10,0,0,0,117.75,2,13506,0,0,4,1
2,1,0,2,1,41,2018,7,19,0,0,0,161.1,2,13507,1,0,4,1
2,0,0,2,0,112,2018,6,2,0,0,0,100.0,0,13508,0,0,3,1
2,1,2,1,0,10,2018,9,18,0,0,0,162.33,3,13509,0,0,4,1
2,0,0,3,0,53,2018,8,30,0,0,0,109.8,0,13510,0,0,4,0
2,2,1,2,0,168,2018,7,4,0,0,0,168.3,0,13511,0,5,4,0
2,0,2,3,0,11,2018,5,29,0,0,0,111.35,1,13512,0,0,4,1
1,0,2,0,0,30,2018,1,31,0,0,0,78.6,1,13513,0,3,4,1
2,0,0,2,0,3,2017,8,11,0,0,0,89.0,0,13514,3,0,4,1
2,0,0,1,0,1,2018,7,20,0,0,0,108.0,0,13515,3,0,4,1
3,0,0,3,0,99,2018,10,19,0,0,0,151.2,0,13516,0,3,4,0
1,0,0,1,0,0,2018,1,6,0,0,0,73.9,0,13517,0,0,4,1
2,0,0,2,0,211,2018,5,20,0,0,0,100.0,0,13518,0,0,3,0
1,0,0,3,0,14,2018,1,19,0,0,0,77.6,0,13519,0,3,4,1
2,0,0,3,1,3,2017,11,5,0,0,0,105.5,1,13520,0,1,4,1
2,0,2,5,0,138,2018,5,14,0,0,0,105.28,1,13521,0,0,4,1
2,0,2,2,0,77,2017,9,18,0,0,0,89.25,0,13522,0,0,4,1
1,0,1,2,0,188,2018,7,25,0,0,0,90.9,1,13523,0,0,4,1
2,0,2,2,0,174,2018,9,2,0,0,0,119.85,1,13524,0,0,4,0
2,0,0,2,0,18,2018,8,31,0,0,0,97.0,1,13525,0,3,3,1
2,1,1,0,0,162,2018,7,25,0,0,0,121.5,2,13526,0,0,4,0
2,0,1,2,0,66,2017,10,9,0,0,0,75.0,0,13527,0,0,3,1
1,0,0,1,1,0,2018,6,28,0,0,0,146.0,0,13528,3,0,4,1
2,0,0,2,0,16,2017,9,9,0,0,0,105.0,2,13529,0,0,4,1
2,0,1,2,0,43,2018,1,15,0,0,0,60.29,0,13530,0,0,4,0
2,0,1,3,0,196,2018,5,12,0,0,0,80.75,1,13531,0,0,3,1
2,0,0,1,0,180,2017,10,16,0,0,0,70.0,0,13532,0,0,3,0
3,0,1,2,0,6,2018,4,15,0,0,0,157.0,0,13533,0,3,4,1
2,1,2,2,0,4,2017,12,5,0,0,0,81.6,2,13534,0,0,3,1
1,0,0,2,0,6,2018,3,2,0,0,0,79.5,1,13535,0,0,2,1
2,0,0,2,0,20,2018,2,24,0,0,0,67.22,2,13536,0,0,4,1
1,0,0,1,0,22,2017,11,17,0,0,0,71.0,0,13537,0,0,2,1
2,0,2,0,0,7,2018,2,21,0,0,0,79.0,2,13538,3,0,4,1
2,0,0,4,0,15,2017,9,8,0,0,0,105.0,1,13539,0,0,4,1
1,0,2,0,0,2,2017,9,27,0,0,0,65.0,0,13540,0,0,2,0
2,0,0,2,0,29,2018,12,2,0,0,0,85.0,1,13541,0,0,2,1
1,0,0,1,0,8,2018,10,20,1,0,4,89.0,1,13542,0,0,2,1
2,0,1,1,0,3,2018,8,22,0,0,0,100.0,0,13543,0,0,2,1
2,0,0,3,0,92,2018,6,1,0,0,0,140.4,0,13544,0,3,4,0
1,0,2,3,0,63,2018,4,22,0,0,0,73.3,0,13545,0,0,4,1
2,0,0,3,0,150,2018,6,16,0,0,0,45.0,1,13546,1,0,3,1
1,0,0,3,0,98,2017,12,29,0,0,0,52.7,0,13547,0,0,3,1
2,0,2,5,0,41,2018,2,28,0,0,0,66.29,0,13548,0,0,3,1
2,0,0,3,0,71,2018,5,10,0,0,0,90.0,0,13549,0,0,3,1
2,0,0,2,0,32,2018,11,11,0,0,0,63.0,0,13550,3,0,3,1
1,0,1,0,0,0,2018,3,20,0,0,0,75.0,0,13551,0,0,3,1
2,0,0,2,0,74,2018,10,21,0,0,0,132.3,0,13552,0,3,4,0
2,0,1,4,0,41,2018,5,9,0,0,0,116.1,1,13553,3,0,4,0
2,1,1,1,1,64,2018,8,8,0,0,0,161.1,0,13554,0,3,4,1
2,0,2,3,0,59,2018,5,21,0,0,0,116.1,1,13555,3,0,4,0
2,0,2,2,0,81,2018,3,25,0,0,0,69.5,0,13556,0,0,3,1
1,0,2,0,0,2,2018,7,24,1,3,39,65.0,0,13557,0,0,2,1
2,0,2,1,0,92,2018,3,26,0,0,0,100.0,0,13558,0,0,3,0
2,0,1,3,0,49,2017,11,9,0,0,0,60.0,0,13559,0,3,3,1
2,0,0,4,0,101,2018,6,8,0,0,0,87.67,3,13560,0,0,4,1
2,0,0,2,0,56,2018,5,13,0,0,0,140.4,1,13561,0,3,4,1
2,0,0,1,0,0,2018,6,30,0,0,0,107.0,0,13562,3,0,4,1
2,0,1,2,0,19,2018,5,2,0,0,0,130.0,0,13563,0,0,4,1
2,0,1,2,0,78,2018,3,25,0,0,0,100.0,0,13564,0,0,3,0
2,1,2,3,0,153,2018,8,20,0,0,0,114.75,1,13565,0,0,4,0
2,0,2,2,0,188,2018,7,22,0,0,0,72.76,2,13566,0,0,3,1
2,0,0,3,0,1,2018,3,16,0,0,0,97.0,1,13567,3,0,4,1
2,0,0,1,0,17,2017,9,11,0,0,0,76.81,1,13568,0,0,4,0
2,0,1,2,0,304,2018,10,21,0,0,0,74.15,0,13569,0,0,4,0
2,0,0,2,0,47,2018,11,25,0,0,0,156.6,2,13570,0,5,4,1
2,0,0,4,0,236,2018,9,27,0,0,0,84.43,1,13571,3,0,4,0
1,0,0,3,0,29,2018,4,14,0,0,0,102.0,1,13572,3,0,4,1
1,0,1,0,1,7,2018,4,11,0,0,0,89.0,0,13573,3,0,4,1
1,0,2,4,0,145,2018,4,29,0,0,0,69.56,0,13574,0,0,4,1
2,0,2,3,0,69,2018,3,13,0,0,0,82.45,0,13575,0,3,4,1
1,0,0,1,0,4,2018,7,8,1,0,25,106.0,0,13576,0,4,2,1
1,0,0,1,0,8,2018,11,23,0,0,0,75.2,0,13577,0,0,4,1
2,0,1,2,0,49,2018,7,1,0,0,0,117.9,3,13578,0,0,4,1
2,0,0,2,0,59,2017,10,29,0,0,0,85.0,0,13579,0,0,3,1
3,0,1,2,0,8,2018,2,26,0,0,0,130.0,1,13580,0,3,4,1
2,0,2,1,0,178,2018,7,23,0,0,0,109.8,1,13581,0,3,4,0
1,0,1,1,0,247,2018,6,6,0,0,0,90.0,0,13582,1,0,3,1
2,0,2,0,0,386,2018,10,23,0,0,0,115.0,1,13583,1,0,3,0
1,0,0,2,0,172,2018,6,24,0,0,0,95.0,0,13584,0,0,3,0
2,0,1,4,0,71,2018,12,7,0,0,0,74.8,1,13585,3,0,4,1
2,0,2,1,0,145,2017,8,29,0,0,0,94.5,0,13586,1,0,3,1
3,0,2,5,0,96,2018,7,16,0,0,0,191.57,2,13587,1,3,4,1
2,0,2,1,0,117,2017,8,1,0,0,0,94.5,0,13588,1,0,3,1
2,0,2,5,0,246,2018,12,27,0,0,0,58.36,1,13589,0,0,4,1
2,0,0,2,0,17,2018,3,11,0,0,0,97.0,1,13590,3,0,4,0
2,2,0,1,0,3,2018,6,11,0,0,0,160.8,0,13591,0,5,4,1
2,0,1,2,0,141,2018,8,29,0,0,0,85.5,2,13592,3,0,4,1
2,0,0,2,0,98,2018,12,2,0,0,0,79.2,1,13593,3,0,4,1
3,0,0,2,1,18,2018,1,21,0,0,0,75.0,1,13594,3,0,4,1
2,0,2,1,0,63,2018,3,5,0,0,0,80.3,0,13595,0,0,4,1
2,0,2,5,0,226,2018,9,21,0,0,0,119.85,1,13596,0,0,4,0
2,0,0,3,0,213,2018,6,7,0,0,0,130.0,0,13597,0,0,3,0
0,2,2,4,0,23,2018,5,21,0,0,0,128.49,0,13598,0,1,4,0
2,0,0,2,0,70,2018,9,15,0,0,0,149.4,0,13599,0,3,4,0
1,1,2,3,0,163,2018,10,23,0,0,0,74.65,2,13600,0,0,4,1
2,0,0,1,0,51,2018,7,15,0,0,0,94.5,0,13601,3,0,4,1
2,0,2,1,0,195,2018,8,13,0,0,0,94.5,1,13602,0,0,4,1
2,0,0,1,0,0,2018,8,4,0,0,0,145.0,1,13603,0,3,4,1
2,0,1,2,0,127,2018,5,9,0,0,0,105.3,1,13604,0,0,4,1
2,0,2,2,0,40,2018,11,20,0,0,0,57.6,1,13605,3,0,4,1
2,0,2,4,0,11,2018,11,3,0,0,0,96.41,1,13606,3,0,4,1
2,0,0,2,0,280,2018,8,4,0,0,0,73.46,0,13607,0,0,4,0
2,0,2,0,0,101,2018,5,1,0,0,0,103.5,1,13608,3,0,4,1
2,0,0,2,0,346,2018,9,13,0,0,0,115.0,1,13609,1,0,3,0
2,0,2,4,0,58,2017,12,27,0,0,0,78.53,1,13610,0,3,3,1
2,0,2,2,0,82,2018,8,5,0,0,0,117.9,1,13611,0,0,4,1
3,0,1,2,0,84,2018,5,13,0,0,0,114.34,2,13612,3,0,4,1
1,0,1,3,0,13,2017,10,19,0,0,0,109.0,0,13613,0,0,2,1
2,0,1,1,0,128,2018,11,26,0,0,0,90.0,1,13614,0,0,4,0
1,0,0,1,0,2,2018,5,19,0,0,0,110.0,0,13615,0,3,0,1
2,0,0,1,0,40,2018,5,21,0,0,0,89.4,0,13616,3,0,4,0
2,0,2,2,1,190,2018,7,24,0,0,0,99.95,1,13617,0,0,4,1
2,0,1,2,0,256,2017,9,14,0,0,0,76.67,0,13618,0,0,3,1
2,0,1,2,0,85,2017,10,23,0,0,0,89.25,2,13619,0,0,4,1
2,0,1,2,0,0,2018,4,15,0,0,0,89.0,0,13620,3,0,4,1
2,0,1,2,0,113,2018,6,13,0,0,0,116.1,1,13621,3,0,4,1
1,0,0,2,0,56,2017,9,17,0,0,0,58.0,0,13622,1,0,3,1
2,0,1,2,0,302,2018,9,16,0,0,0,100.0,0,13623,0,0,3,0
3,0,1,2,0,161,2018,3,25,0,0,0,130.0,0,13624,1,0,3,0
2,0,0,3,0,55,2018,8,16,0,0,0,149.4,0,13625,0,3,4,0
2,0,2,3,0,148,2017,8,28,0,0,0,79.9,2,13626,0,0,4,0
2,0,2,5,0,29,2018,2,6,0,0,0,81.54,1,13627,0,0,4,1
2,0,1,2,0,198,2018,9,9,0,0,0,90.0,0,13628,0,0,3,0
2,0,0,4,0,323,2018,5,17,0,0,0,70.0,0,13629,0,0,3,0
2,0,2,1,0,221,2017,10,10,0,0,0,65.0,0,13630,0,0,3,1
1,0,0,2,0,3,2018,4,7,0,0,0,84.0,2,13631,3,0,4,1
2,0,0,3,0,103,2018,5,4,0,0,0,95.0,0,13632,0,0,3,0
2,0,2,0,0,48,2018,4,10,0,0,0,118.8,1,13633,0,3,4,1
2,0,0,1,0,3,2017,12,4,0,0,0,75.0,0,13634,3,0,4,1
